word,meaning,mnemonic,image,video,example,synonyms,antonyms,difficulty,category,setIds
squelch,suppress or crush completely,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After the dictator consolidated his power, he took steps to squelch all criticism, often arresting any journalist who said anything  that could be interpreted as negative about his regime.",,,medium,academic,gre
contemptuous,"scornful, looking down at others with a sneering attitude",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Always on the forefront of fashion, Vanessa looked contemptuously at anyone wearing dated clothing.",,,medium,academic,gre
dissemble,"conceal one's true motives, usually through deceit",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"To get close to the senator, the assassin dissembled his intentions, convincing many people that he was a reporter for a well-known newspaper.",,,medium,academic,gre
rakish,marked by a carefree unconventionality or disreputableness,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"As soon as he arrived in the city, the rakish young man bought some drugs and headed straight for the seedy parts of town.",,,medium,academic,gre
vaunted,highly or widely praised or boasted about,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"For years, they had heard of New York City's vaunted skyline, and when they finally saw it, the spectacular cityscape did not disappoint them in the least.",,,medium,academic,gre
nonchalant,coming across as uninterested or unconcerned; overly casual,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The twenty-somethings at the coffee shop always irked Sheldon, especially the way in which they acted nonchalantly towards everything, not even caring when Sheldon once spilled his mocha on them.",,,medium,academic,gre
inequity,injustice by virtue of not conforming with rules or standards,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After decades of racial inequity, the ""separate but equal"" doctrine was successfully overturned.",,,medium,academic,gre
languid,not inclined towards physical exertion or effort; slow and relaxed,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"As the sun beat down and the temperature climbed higher, we spent a languid week lying around the house.",,,medium,academic,gre
unassailable,immune to attack; without flaws,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Professor Williams is so self-assured as to seem arrogant, presenting each and every opinion as an unassailable fact.",,,medium,academic,gre
precarious,fraught with danger,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"People smoke to relax and forget their cares, but ironically, in terms of health risks, smoking is far more precarious than either mountain-climbing or skydiving.",,,medium,academic,gre
eminent,standing above others in quality or position,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Shakespeare is an eminent author in the English language, but I find his writing uninteresting and melodramatic.",,,medium,academic,gre
dupe,to trick or swindle,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Once again a get-rich-fast Internet scheme had duped Harold into submitting a $5,000 check to a sham operation.",,,medium,academic,gre
stringent,demanding strict attention to rules and procedures,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Most of the students disliked the teacher because of his stringent homework policy, but many students would later thank him for demanding so much from them.",,,medium,academic,gre
parochial,narrowly restricted in scope or outlook,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Jasmine was sad to admit it, but her fledgling relationship with Jacob did not work out because his culinary tastes were simply too parochial; ""After all,"" she quipped on her blog, ""he considered Chef Boyardee ethnic food.""",,,medium,academic,gre
malleable,capable of being shaped or bent or drawn out,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The clay became malleable and easy to work with after a little water was added.,,,medium,academic,gre
rebuke,criticize severely or angrily; censure,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The police chief rebuked the two officers whose irresponsible decisions almost led to the deaths of seven innocent by-standers.,,,medium,academic,gre
prodigious,so great in size or force or extent as to elicit awe,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After the relatively small homerun totals in the ""dead ball"" era, Babe Ruth's homerun totals were truly prodigious: every year, he set a new all-time record.",,,medium,academic,gre
resurgent,rising again as to new life and vigor,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The team sank to fourth place in June, but is now resurgent and about to win the division.",,,medium,academic,gre
obsequious,attentive in an ingratiating or servile manner; attempting to win favor from influential people by flattery,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The obsequious waiter did not give the couple a moment's peace all through the meal, constantly returning to their table to refill their water glasses and to tell them what a handsome pair they made.",,,medium,academic,gre
capitulate,to surrender (usually under agreed conditions),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Paul, losing 19-0 in a ping-pong match against his nimble friend, basically capitulated when he played the last two points with his eyes closed.",,,medium,academic,gre
profligate,spending resources recklessly or wastefully,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The composer Wagner, while living on a limited salary, was so profligate as to line all the walls of his apartment with pure silk.",,,medium,academic,gre
pastoral,relating to the countryside in a pleasant sense,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Those who imagine America's countryside as a pastoral region are often disappointed to learn that much of rural U.S. is filled with cornfields extending as far as the eye can see.,,,medium,academic,gre
nadir,the lowest point,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"For many pop music fans, the rap and alternative-rock dominated 90s were the nadir of musical expression.",,,medium,academic,gre
hoary,ancient,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Most workout gurus are young, fit people, whereas most yoga gurus are hoary men with long white beards.",,,medium,academic,gre
itinerant,traveling from place to place to work,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Doctors used to be itinerant, traveling between patients' homes.",,,medium,academic,gre
conciliate,to make peace with,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"His opponents believed his gesture to be conciliatory, yet as soon as they put down their weapons, he unsheathed a hidden sword.",,,medium,academic,gre
factious,"produced by, or characterized by internal dissension",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The controversial bill proved factious, as dissension even within parties resulted",,,medium,academic,gre
abjure,formally reject or give up (as a belief),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"While the church believed that Galileo abjured the heliocentric theory under threat of torture, he later wrote a book clearly supporting the theory.",,,medium,academic,gre
rash,marked by defiant disregard for danger or consequences; imprudently incurring risk,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Although Bruce was able to make the delivery in time with a nighttime motorcycle ride in the rain, Susan criticized his actions as rash.",,,medium,academic,gre
ossify,make rigid and set into a conventional pattern,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Even as a young man, Bob had some bias against poor people, but during his years in social services, his bad opinions ossified into unshiftable views.",,,medium,academic,gre
staid,characterized by dignity and propriety,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Frank came from a staid environment, so he was shocked that his college roommate sold narcotics.",,,medium,academic,gre
hector,to bully or intimidate,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The boss’s hectoring manner put off many employees, some of whom quit as soon as they found new jobs.",,,medium,academic,gre
fickle,"liable to sudden unpredictable change, esp. in affections or attachments",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"She was so fickle in her politics, it was hard to pinpoint her beliefs; one week she would embrace a side, and the next week she would denounce it.",,,medium,academic,gre
tribulation,"something, especially an event, that causes difficulty and suffering",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"As of 2013, nearly 1.5 million Syrians have fled their country hoping to escape the tribulations of a civil war tearing their country to pieces.",,,medium,academic,gre
convoluted,highly complex or intricate,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Instead of solving the math problem in three simple steps, Kumar used a convoluted solution requiring fifteen steps.",,,medium,academic,gre
travesty,an absurd presentation of something; a mockery,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"What I expected to be an intelligent, nuanced historical documentary turned out to be a poorly-produced travesty of the form.",,,medium,academic,gre
humdrum,dull and lacking excitement,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Having grown up in a humdrum suburb, Jacob relished life in New York City after moving.",,,medium,academic,gre
deign,do something that one considers to be below one's dignity,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The master of the house never deigned to answer questions from the servants.,,,medium,academic,gre
arcane,requiring secret or mysterious knowledge,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Most college fraternities are known for arcane rituals that those hoping to the join the fraternity must learn.,,,medium,academic,gre
indifference,the trait of seeming not to care,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"In an effort to fight indifference, the president of the college introduced a new, stricter grading system.",,,medium,academic,gre
unpropitious,(of a circumstance) with little chance of success,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"With only a bottle of water and a sandwich, the hikers faced an unpropitious task: ascending a huge mountain that took most two days to climb.",,,medium,academic,gre
indignant,feeling anger over a perceived injustice,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"When the cyclist swerved into traffic, it forced the driver to brake and elicited an indignant shout of ""Hey, punk, watch where you're going!""",,,medium,academic,gre
aphorism,a short instructive saying about a general truth,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Nietzsche was known for using aphorisms, sometimes encapsulating a complex philosophical thought in a mere sentence.",,,medium,academic,gre
approbatory,expressing praise or approval,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Although it might not be her best work, Hunter's new novel has received generally approbatory reviews.",,,medium,academic,gre
spurious,plausible but false,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"When listening to a politician speak, it is hard to distinguish the spurious claims from the authentic ones.",,,medium,academic,gre
impregnable,immune to attack; incapable of being tampered with,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"As a child, Amy would build pillow castles and pretend they were impregnable fortresses.",,,medium,academic,gre
constituent,a citizen who is represented in a government by officials for whom he or she votes,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The mayor's constituents are no longer happy with her performance and plan to vote for another candidate in the upcoming election.,,,medium,academic,gre
untrammeled,not confined or limited,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The whole notion of living untrammeled inspired the American Revolution and was enshrined in the Declaration of Independence and the Constitution.,,,medium,academic,gre
loath,unwillingness to do something contrary to your custom (usually followed by 'to'),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,I was loath to leave the concert before my favorite band finished playing.,,,medium,academic,gre
avarice,greed (one of the seven deadly sins),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The Spanish conquistadors were known for their avarice, plundering Incan land and stealing Incan gold.",,,medium,academic,gre
smug,marked by excessive complacency or self-satisfaction,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"When Phil was dating the model, he had a smug attitude that annoyed his buddies.",,,medium,academic,gre
hedge,to limit or qualify a statement; to avoid making a direct statement,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"When asked why he had decided to buy millions of shares at the very moment the tech companies stock soared, the CEO hedged, mentioning something vague about gut instinct.",,,medium,academic,gre
beatific,blissfully happy,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Often we imagine all monks to wear the beatific smile of the Buddha, but, like any of us, a monk can have a bad day and not look very happy.",,,medium,academic,gre
winsome,charming in a childlike or naive way,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"She was winsome by nature, and many people were drawn to this free and playful spirit.",,,medium,academic,gre
heretic,a person who holds unorthodox opinions in any field (not merely religion),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Though everybody at the gym told Mikey to do cardio before weights, Mikey was a heretic and always did the reverse.",,,medium,academic,gre
resolve,reach a conclusion after a discussion or deliberation,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After much thought, Ted resolved not to travel abroad this summer because he didn't have much money in his bank account.",,,medium,academic,gre
pinnacle,the highest point,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"At its pinnacle, the Roman Empire extended across most of the landmass of Eurasia, a feat not paralleled to the rise of the British Empire in the 18th and 19th century.",,,medium,academic,gre
alacrity,an eager willingness to do something,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The first three weeks at his new job, Mark worked with such alacrity that upper management knew it would be giving him a promotion.",,,medium,academic,gre
tumult,"a state of chaos, noise and confusion",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Riots broke out just in front of our apartment building, and the tumult continued late into the night.",,,medium,academic,gre
imperious,having or showing arrogant superiority to and disdain of those one views as unworthy,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Children are imperious with each other before they learn that earning someone's respect is better than demanding.,,,medium,academic,gre
morph,To undergo dramatic change in a seamless and barely noticeable fashion.,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The earnestness of the daytime talk shows of the 1970's has morphed into something far more sensational and vulgar: today guests actually standup and threaten to take swings at one another.,,,medium,academic,gre
collusion,agreement on a secret plot,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Many have argued that Lee Harvey Oswald, JFK's assassin, was in collusion with other criminals; others maintain that Oswald was a lone gunman.",,,medium,academic,gre
martial,suggesting war or military life,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Americans tend to remember Abraham Lincoln as kindly and wise, not at all martial, despite the fact that he was involved in the fiercest war America has even fought.",,,medium,academic,gre
affluent,wealthy,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The center of the city had sadly become a pit of penury, while, only five miles away, multi-million dollar homes spoke of affluence.",,,medium,academic,gre
denouement,the final resolution of the many strands of a literary or dramatic work; the outcome of a complex sequence of events,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"At the denouement of the movie, all questions were answered, and the true identity of the robber was revealed.",,,medium,academic,gre
canard,a deliberately misleading fabrication,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The public will always be fooled by the media's canards.,,,medium,academic,gre
myopic,lacking foresight or imagination,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The company ultimately went out of business because the myopic managers couldn't predict the changes in their industry.,,,medium,academic,gre
solicitous,showing hovering attentiveness,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Our neighbors are constantly knocking on our door to make sure we are ok, and I don't know how to ask them to stop being so solicitous about our health.",,,medium,academic,gre
embryonic,in an early stage of development,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The Board of Directors is hoping to launch a new product soon, but planning for the Z7 is in an embryonic stage.",,,medium,academic,gre
morose,ill-tempered and not inclined to talk; gloomy,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After Stanley found out he was no longer able to go on vacation with his friends, he sat in his room morosely.",,,medium,academic,gre
temperance,the trait of avoiding excesses,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Welles wasn't known for his temperance--he usually ate enough for two and drank enough for three.,,,medium,academic,gre
diminutive,to indicate smallness,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"He prefers to be called a diminutive of his name: ""Bill"" instead of ""John William.""",,,medium,academic,gre
prosaic,dull and lacking imagination,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Unlike the talented artists in his workshop, Paul had no such bent for the visual medium, so when it was time for him to make a stained glass painting, he ended up with a prosaic mosaic.",,,medium,academic,gre
inkling,a slight suggestion or vague understanding,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Lynne speaks four Romance languages, but she doesn't have an inkling about how East Asian languages are structured.",,,medium,academic,gre
venerate,to respect deeply,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The professor, despite his sleep-inducing lectures, was venerated amongst his colleagues, publishing more papers yearly than all of his peers combined.",,,medium,academic,gre
panache,distinctive and showy elegance,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Jim, with his typical panache, came to the wedding reception with a top hat and cane.",,,medium,academic,gre
dissipate,squander or spend money frivolously,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The recent graduates dissipated their earnings on trips to Las Vegas and cruises in Mexico.,,,medium,academic,gre
pellucid,transparently clear; easily understandable,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The professor had a remarkable ability make even the most difficult concepts seem pellucid.,,,medium,academic,gre
gerrymander,to manipulate voting districts in order to favor a particular political party,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Years ago, savvy politicians had gerrymandered the city center to ensure their re-election.",,,medium,academic,gre
tender,offer up something formally,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The government was loath to tender more money in the fear that it might set off inflation.,,,medium,academic,gre
sporadic,recurring in scattered and irregular or unpredictable instances,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The signals were at first sporadic, but now we detect a clear, consistent pattern of electromagnetic radiation emanating from deep space.",,,medium,academic,gre
asperity,harshness of manner,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The editor was known for his asperity, often sending severe letters of rejection to amateur writers.",,,medium,academic,gre
irrefutable,impossible to deny or disprove,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The existence of life on earth is irrefutable; the existence of intelligent life on earth is still hotly debated.,,,medium,academic,gre
deliberate,think about carefully; weigh the pros and cons of an issue,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Emergency situations such as this call for immediate action and leave no room to deliberate over options.,,,medium,academic,gre
steadfast,marked by firm determination or resolution; not shakable,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"A good captain needs to be steadfast, continuing to hold the wheel and stay the course even during the most violent storm.",,,medium,academic,gre
beg,to evade or dodge (a question),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,,,,medium,academic,gre
muted,"softened, subdued",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Helen preferred muted earth colors, such as green and brown, to the bright pinks and red her sister liked.",,,medium,academic,gre
lachrymose,showing sorrow,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Lachrymose and depressed, Alexei Alexandrovich walked two miles home in the rain after learning that his wife was having an affair.",,,medium,academic,gre
equivocate,"to speak vaguely, usually with the intention to mislead or deceive",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After Sharon brought the car home an hour after her curfew, she equivocated when her parents pointedly asked her where she had been.",,,medium,academic,gre
aberration,a deviation from what is normal or expected,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Aberrations in climate have become the norm: rarely a week goes by without some meteorological phenomenon making headlines.,,,medium,academic,gre
solicitude,a feeling of excessive concern,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"I walked to his house in the rain to make sure he had enough to eat while he was sick, but he seemed not to appreciate my solicitude.",,,medium,academic,gre
tantamount,being essentially equal to something,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"In many situations, remaining silent is tantamount to admitting guilt, so speak to prove your innocence.",,,medium,academic,gre
irk,irritate or vex,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,My little sister has a way of irking and annoying me like no other person.,,,medium,academic,gre
jaundiced,to be biased against due to envy or prejudice,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Shelly was jaundiced towards Olivia; though the two had once been best friends, Olivia had become class president, prom queen, and, to make matters worse, the girlfriend of the one boy Shelly liked.",,,medium,academic,gre
impending,close in time; about to occur,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The impending doom of our world has been a discussed and debated for 2000 years—maybe even longer.,,,medium,academic,gre
ineffable,too sacred to be uttered; defying expression or description,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"While art critics can occasionally pinpoint a work's greatness, much of why a piece captures our imaginations is completely ineffable.",,,medium,academic,gre
anodyne,something that soothes or relieves pain,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Muzak, which is played in department stores, is intended to be an anodyne, but is often so cheesy and over-the-top that customers become irritated.",,,medium,academic,gre
unconscionable,unreasonable; unscrupulous; excessive,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The lawyer’s demands were so unconscionable that rather than pay an exorbitant sum or submit himself to any other inconveniences, the defendant decided to find a new lawyer.",,,medium,academic,gre
tyro,someone new to a field or activity,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"All great writers, athletes, and artists were tyros at one time—unknown, clumsy, and unskilled with much to learn.",,,medium,academic,gre
hauteur,overbearing pride evidenced by a superior manner toward inferiors,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"As soon as she won the lottery, Alice begin displaying a hauteur to her friends, calling them dirty-clothed peasants behind their backs.",,,medium,academic,gre
browbeat,be bossy towards; discourage or frighten with threats or a domineering manner,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"During the interrogation, the suspect was browbeaten into signing a false confession.",,,medium,academic,gre
uncanny,suggesting the operation of supernatural influences; surpassing the ordinary or normal,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Reggie has an uncanny ability to connect with animals: feral cats will readily approach him, and sometimes even wild birds will land on his finger.",,,medium,academic,gre
screed,an abusive rant (often tedious),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Joey had difficulty hanging out with his former best friend Perry, who, during his entire cup of coffee, enumerated all of the government’s deficiencies--only to break ranks and launch into some screed against big business.",,,medium,academic,gre
zeitgeist,spirit of the times,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Each decade has its own zeitgeist—the 1990’s was a prosperous time in which the promise of the American Dream never seemed more palpable.,,,medium,academic,gre
juxtapose,place side by side for contrast,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The appeal of her paintings comes from a classical style which is juxtaposed with modern themes.,,,medium,academic,gre
checkered,marked by disreputable or unfortunate happenings,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"One by one, the presidential candidates dropped out of the race, their respective checkered pasts— from embezzlement to infidelity—sabotaging their campaigns.",,,medium,academic,gre
egotist,a conceited and self-centered person,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"An egotist, Natasha had few friends because of her inability to talk about anything except her dream of becoming the next American Idol.",,,medium,academic,gre
portentous,ominously prophetic,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"When the captain and more than half the officers were sick on the very first night of the voyage, many of the passengers felt this was portentous, but the rest of the voyage continued without any problems.",,,medium,academic,gre
complementary,enhancing each other's qualities (for two things or more).,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The head waiter was careful to tell the amateur diners that red wine was complementary with beef, each bringing out subtle taste notes in the other.",,,medium,academic,gre
palimpsest,something that has been changed numerous times but on which traces of former iterations can still be seen,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,,,,medium,academic,gre
belie,to give a false representation to; misrepresent,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The smile on her face belies the pain she must feel after the death of her husband.,,,medium,academic,gre
spartan,unsparing and uncompromising in discipline or judgment; practicing great self-denial,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After losing everything in a fire, Tim decided to live in spartan conditions, sleeping on the floor and owning as little furniture as a possible.",,,medium,academic,gre
cavalier,given to haughty disregard of others,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Percy dismissed the issue with a cavalier wave of his hand.,,,medium,academic,gre
industrious,characterized by hard work and perseverance,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Pete was an industrious student, completing every assignment thoroughly and on time.",,,medium,academic,gre
bemoan,express discontent or a strong regret,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"While the CFO carefully explained all the reasons for the cuts in benefits, after the meeting employees bemoaned the cuts as further evidence that management was against them.",,,medium,academic,gre
percipient,highly perceptive,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Even the most percipient editor will make an occasional error when proofreading.,,,medium,academic,gre
parvenu,"a person who has suddenly become wealthy, but not socially accepted as part of a higher class",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The theater was full of parvenus who each thought that they were surrounded by true aristocrats.,,,medium,academic,gre
relegate,assign to a lower position,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"When Dexter was unable to fulfill his basic duties, instead of firing him, the boss relegated him to kitchen cleanup.",,,medium,academic,gre
conflagration,a very intense and uncontrolled fire,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"In the summer months, conflagrations are not uncommon in the southwest, do to the heat and lack of rain.",,,medium,academic,gre
baleful,threatening or foreshadowing evil or tragic developments,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Movies often use storms or rain clouds as a baleful omen of evil events that will soon befall the main character.,,,medium,academic,gre
inimitable,defying imitation; matchless,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Mozart's music follows a clear pattern that, anyone could imitate, but his music gives an overall sense of effortlessness that is inimitable.",,,medium,academic,gre
undermine,to weaken (usually paired with an abstract term),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The student undermined the teacher’s authority by questioning the teacher’s judgment on numerous occasions.,,,medium,academic,gre
penurious,lacking money; poor,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Truly penurious, Mary had nothing more than a jar full of pennies.",,,medium,academic,gre
cryptic,"mysterious or vague, usually intentionally",,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Since Sarah did not want her husband to guess the Christmas present she had bought him, she only answered cryptically when he would ask her questions about it.",,,medium,academic,gre
inundate,to flood or overwhelm,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,The newsroom was inundated with false reports that only made it more difficult for the newscasters to provide an objective account of the bank robbery.,,,medium,academic,gre
guffaw,laugh boisterously,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Whenever the jester fell to the ground in mock pain, the king guffawed, exposing his yellow, fang-like teeth.",,,medium,academic,gre
tractable,readily reacting to suggestions and influences; easily managed (controlled or taught or molded),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Compared to middle school students, who have an untamed wildness about them, high school students are somewhat more tractable.",,,medium,academic,gre
fallacious,of a belief that is based on faulty reasoning,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"The widespread belief that Eskimos have forty different words for snow is fallacious, based on one false report.",,,medium,academic,gre
estimable,deserving of esteem and respect,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"After serving thirty years, in which he selflessly served the community, Judge Harper was one of the more estimable people in town.",,,medium,academic,gre
broadside,a strong verbal attack,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,Political broadsides are usually strongest in the weeks leading up to a national election.,,,medium,academic,gre
precipitous,done with very great haste and without due deliberation,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Instead of calling his financial advisor, Harold acted precipitously, buying 4,000 shares of the latest ""hot"" stock, only to find out that the company had a history of inflating its year end numbers.",,,medium,academic,gre
profuse,plentiful; pouring out in abundance,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,,,,medium,academic,gre
timorous,timid by nature or revealing fear and nervousness,,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Since this was her first time debating on stage and before an audience, Di's voice was timorous and quiet for the first 10 minutes.",,,medium,academic,gre
didactic,instructive (especially excessively),,,https://storage.googleapis.com/word_vocabulary/words/lucid/movie.mov,"Tolstoy's The Death of Ivan Illyich is a didactic novel, instructing the reader on how to live a good life.",,,medium,academic,gre
